TransID,Date,AprCode,EmployeeID,StdRate,EmployeeName,Hours,CostCode,Description,BilledAmt,Comments
32615,2013-11-22,110,12,900,Finley Salazar,1.5,430,AppDev - Quality,1350,AC2012
32622,2013-11-22,110,8,300,Denzel Kaufman,3.5,450,BI - Envisioning,840,Creating UAT document and template report for running UAT.
32623,2013-11-22,110,38,150,Brooke Holmes,1,450,BI - Envisioning,150,Data warehouse and ETL package implementation plan overview
32625,2013-11-22,110,37,150,Bianca Hardin,2,452,BI - Infrastructure,300,"CAS-24159-X5J0: Review Historical Statevoice report, modify report, test"
32626,2013-11-22,110,62,150,Neveah Whitney,1.5,453,BI - Build,225,"CAS-24174-X3W6: Investigate issue where user recevies error when attempting to modify report category, update report owner, move report"
32634,2013-11-22,110,26,150,Nathalia Hayden,3,456,BI - Testing,450,BI - Acceptance Testing
32658,2013-11-22,110,35,150,Azaria Andersen,3.5,495,App Dev - Project Management,420,App Dev - Project Management
32677,2013-11-23,110,1,600,Abbie Sanchez,2,190,ERP - Production Support,1200,ERP - Production Support
32688,2013-11-23,110,6,150,Dane Macdonald,0.5,190,ERP - Production Support,75,ERP - Production Support
32689,2013-11-23,110,41,300,Donna Hall,1,190,ERP - Production Support,300,ERP - Production Support
32696,2013-11-23,110,13,300,Hector Sanders,2,400,AppDev - Design,600,AppDev-Genl Reqmt & Architect
32705,2013-11-23,110,9,150,Donavan Fritz,1.5,420,AppDev - Build,225,"transition work to , Discuss Unit testing of Revenue by Store with PM and generate queries"
32714,2013-11-23,110,15,450,Jack Zuniga,0.5,450,BI - Envisioning,225,CAS-25291-V7G9: Add permission for users on Future Commissions report. Review security settings for all reports
32721,2013-11-23,110,58,300,Lorelai Davies,2.5,453,BI - Build,750,BI - Budgeting Build Phase
32722,2013-11-23,110,24,150,Maximo Bradley,2,453,BI - Build,300,BI - Budgeting Build Phase
32742,2013-11-23,110,9,150,Donavan Fritz,1,490,Application Development Support,150,Application Development Support
32747,2013-11-23,110,68,750,Walter Conner,2.5,495,App Dev - Project Management,1500,App Dev - Project Management
32750,2013-11-23,110,16,450,Jair Donovan,6,495,App Dev - Project Management,0,App Dev - Project Management
32775,2013-11-24,110,1,600,Abbie Sanchez,0.5,190,ERP - Production Support,300,Creating UAT document and template report for running UAT.
32781,2013-11-24,110,41,300,Donna Hall,3,190,ERP - Production Support,900,ERP - Production Support
32789,2013-11-24,110,45,450,Ingrid Jordan,0.5,215,CRM - Build Phase,225,Update SharePoint site administrators list
32811,2013-11-24,110,22,150,Makenna Novak,1,435,AppDev - Documentation,150,AppDev-User Guide/Document
32818,2013-11-24,110,37,150,Bianca Hardin,1.5,452,BI - Infrastructure,225,BI - Configure Database
32822,2013-11-24,110,24,150,Maximo Bradley,2.5,453,BI - Build,375,BI - Budgeting Build Phase
32852,2013-11-24,110,68,750,Walter Conner,1,495,App Dev - Project Management,750,"Meeting with Tracy, Nils, Elaine, and Mike (Solver) - Discussion about consolidation, trees, currency conversions. Prep for USD."
32853,2013-11-24,110,16,450,Jair Donovan,5,495,App Dev - Project Management,0,App Dev - Project Management
32878,2013-11-25,110,6,150,Dane Macdonald,2.5,190,ERP - Production Support,375,Prep work for form review meeting
32879,2013-11-25,110,41,300,Donna Hall,2,190,ERP - Production Support,600,ERP - Production Support
32907,2013-11-25,110,8,300,Denzel Kaufman,2.5,450,BI - Envisioning,750,Communication with PCI: review details for project sites
32908,2013-11-25,110,47,300,Joseph Garrison,3,450,BI - Envisioning,900,BI - Envisioning
32912,2013-11-25,110,37,150,Bianca Hardin,3.5,452,BI - Infrastructure,420,Update workflows and forms based on feedback from client
32914,2013-11-25,110,24,150,Maximo Bradley,1,453,BI - Build,150,BI - Budgeting Build Phase
32922,2013-11-25,110,24,150,Maximo Bradley,2.5,456,BI - Testing,375,BI - Acceptance Testing
32930,2013-11-25,110,40,300,Dax Valencia,3,458,BI - Quality,900,BI - Reporting Build Phase
32945,2013-11-25,110,9,150,Donavan Fritz,2,495,App Dev - Project Management,300,ETL Package development; validation data flow and staging
32966,2013-11-26,110,13,300,Hector Sanders,3.5,190,ERP - Production Support,840,ERP - Production Support
32978,2013-11-26,110,41,300,Donna Hall,0.5,190,ERP - Production Support,150,ERP - Production Support
32989,2013-11-26,110,12,900,Finley Salazar,1,425,AppDev - Testing,900,AC2012
32998,2013-11-26,110,8,300,Denzel Kaufman,1,450,BI - Envisioning,300,Call with PM to discusschanGG Partners in payroll.
32999,2013-11-26,110,58,300,Lorelai Davies,3.5,450,BI - Envisioning,840,BI - Envisioning
33004,2013-11-26,110,37,150,Bianca Hardin,1,452,BI - Infrastructure,150,Investigate link to document functionality around metadata and modified date
33005,2013-11-26,110,24,150,Maximo Bradley,4,453,BI - Build,480,BI - Budgeting Build Phase
33012,2013-11-26,110,26,150,Nathalia Hayden,2,456,BI - Testing,300,BI - Acceptance Testing
33023,2013-11-26,110,40,300,Dax Valencia,1,458,BI - Quality,300,BI - Reporting Build Phase
33038,2013-11-26,110,68,750,Walter Conner,1,495,App Dev - Project Management,750,App Dev - Project Management
33094,2012-07-25,110,68,750,Walter Conner,6,450,BI - Envisioning,0,AC2012
33100,2012-07-25,110,47,300,Joseph Garrison,2.5,453,BI - Build,750,BI - Budgeting Build Phase
33107,2012-07-25,110,37,150,Bianca Hardin,2,456,BI - Testing,300,Review GG Partners SSIS packaGG Partners and cubes to prepare design
33110,2012-07-25,110,16,450,Jair Donovan,3,457,BI - Integration,1350,BI - SSIS Package Design
33119,2012-07-25,110,5,150,Amara Ruiz,1,458,BI - Quality,150,BI - Reporting Build Phase
33120,2012-07-25,110,5,150,Amara Ruiz,2,458,BI - Quality,300,BI - Reporting Build Phase
33141,2012-07-25,110,58,300,Lorelai Davies,3.5,495,App Dev - Project Management,0,App Dev - Project Management
33144,2012-07-25,110,50,450,Kallie Austin,0.5,515,General Infrastructure,225,Infrastructure Maintenance
33181,2012-07-26,110,59,150,Luciano Griffith,1,215,CRM - Build Phase,150,CRM - Build Phase
33207,2012-07-26,110,14,150,Izabella Sellers,2,452,BI - Infrastructure,300,BI - Configure Database
33208,2012-07-26,110,14,150,Izabella Sellers,1.5,452,BI - Infrastructure,225,BI - Configure Database
33210,2012-07-26,110,37,150,Bianca Hardin,1,453,BI - Build,150,"Catch up on communication, review financials, and delivered information"
33223,2012-07-26,110,5,150,Amara Ruiz,2,458,BI - Quality,300,BI - Reporting Build Phase
33224,2012-07-26,110,10,300,Eve Lopez,3.5,458,BI - Quality,1050,BI - Reporting Build Phase
33225,2012-07-26,110,10,300,Eve Lopez,1,458,BI - Quality,300,BI - Reporting Build Phase
33242,2012-07-26,110,15,450,Jack Zuniga,6,495,App Dev - Project Management,0,App Dev - Project Management
33270,2012-07-27,110,59,150,Luciano Griffith,2,215,CRM - Build Phase,300,CRM - Build Phase
33298,2012-07-27,110,14,150,Izabella Sellers,3,452,BI - Infrastructure,450,BI - Configure Database
33299,2012-07-27,110,14,150,Izabella Sellers,2,452,BI - Infrastructure,300,BI - Configure Database
33309,2012-07-27,110,37,150,Bianca Hardin,0.5,456,BI - Testing,75,BI - Acceptance Testing
33314,2012-07-27,110,10,300,Eve Lopez,0.5,458,BI - Quality,150,BI - Reporting Build Phase
33315,2012-07-27,110,21,150,Leanna Mayo,3.5,458,BI - Quality,525,BI - Reporting Build Phase
33323,2012-07-27,110,13,300,Hector Sanders,0.5,490,Application Development Support,150,Application Development Support
33326,2012-07-27,110,44,300,Gavyn Welch,1,495,App Dev - Project Management,300,Meeting with client to discuss current reporting and need for BI platform
33347,2012-07-28,110,65,150,Ruth Jacobs,3,190,ERP - Production Support,450,ERP - Production Support
33348,2012-07-28,110,65,150,Ruth Jacobs,2,190,ERP - Production Support,300,ERP - Production Support
33382,2012-07-28,110,38,150,Brooke Holmes,1,452,BI - Infrastructure,150,BI - Configure Database
33383,2012-07-28,110,14,150,Izabella Sellers,3.5,452,BI - Infrastructure,525,BI - Configure Database
33395,2012-07-28,110,47,300,Joseph Garrison,3,457,BI - Integration,900,BI - SSIS Package Design
33404,2012-07-28,110,21,150,Leanna Mayo,2,458,BI - Quality,300,Project sync up
33472,2012-07-29,110,38,150,Brooke Holmes,1,452,BI - Infrastructure,150,BI - Configure Database
33473,2012-07-29,110,14,150,Izabella Sellers,2,452,BI - Infrastructure,300,BI - Configure Database
33475,2012-07-29,110,68,750,Walter Conner,2,452,BI - Infrastructure,1500,BI - Configure Database
33483,2012-07-29,110,37,150,Bianca Hardin,4,456,BI - Testing,600,Update workflows based on client feedback
33485,2012-07-29,110,16,450,Jair Donovan,1,457,BI - Integration,450,BI - SSIS Package Design
33491,2012-07-29,110,10,300,Eve Lopez,1,458,BI - Quality,300,BI - Reporting Build Phase
33492,2012-07-29,110,21,150,Leanna Mayo,1,458,BI - Quality,150,BI - Reporting Build Phase
33526,2012-07-30,110,22,150,Makenna Novak,0.5,190,ERP - Production Support,75,ERP - Production Support
33566,2012-07-30,110,14,150,Izabella Sellers,0.5,452,BI - Infrastructure,75,"Review duplicate detection error, create new rule, test for each company"
33567,2012-07-30,110,26,150,Nathalia Hayden,2,452,BI - Infrastructure,300,BI - Configure Database
33576,2012-07-30,110,68,750,Walter Conner,2,457,BI - Integration,1500,BI - SSIS Package Design
33584,2012-07-30,110,21,150,Leanna Mayo,4,458,BI - Quality,600,BI - Reporting Build Phase
33665,2012-07-31,110,58,300,Lorelai Davies,0.5,452,BI - Infrastructure,150,BI - Configure Database
33675,2012-07-31,110,47,300,Joseph Garrison,2,457,BI - Integration,600,BI - SSIS Package Design
33683,2012-07-31,110,7,150,Demarion Kramer,4,458,BI - Quality,600,BI - Reporting Build Phase
33685,2012-07-31,110,21,150,Leanna Mayo,1,458,BI - Quality,150,CAS-25157-X0R4: Update all Summary reports for Zone Admin access
33721,2012-08-01,110,59,150,Luciano Griffith,2,215,CRM - Build Phase,300,Project Site modifications and validations
33758,2012-08-01,110,68,750,Walter Conner,2,457,BI - Integration,1500,"Create escalated case drill down, update dashboard, test"
33762,2012-08-01,110,5,150,Amara Ruiz,0.5,458,BI - Quality,75,BI - Reporting Build Phase
33763,2012-08-01,110,10,300,Eve Lopez,2,458,BI - Quality,600,BI - Reporting Build Phase
33764,2012-08-01,110,21,150,Leanna Mayo,3.5,458,BI - Quality,525,BI - Reporting Build Phase
33798,2012-08-02,110,18,300,Jazmin Marks,1,190,ERP - Production Support,300,ERP - Production Support
33850,2012-08-02,110,68,750,Walter Conner,2,452,BI - Infrastructure,1500,BI - Configure Database
33851,2012-08-02,110,37,150,Bianca Hardin,1.5,453,BI - Build,225,BI - Budgeting Build Phase
33852,2012-08-02,110,47,300,Joseph Garrison,0.5,453,BI - Build,150,BI - Budgeting Build Phase
33867,2012-08-02,110,7,150,Demarion Kramer,3.5,458,BI - Quality,525,Review Appit
33868,2012-08-02,110,10,300,Eve Lopez,1,458,BI - Quality,300,CAS-24766-L9X5: Call with client to work on Commission Register by Contract issue
33907,2012-08-03,110,59,150,Luciano Griffith,2,215,CRM - Build Phase,300,CRM - Build Phase
33941,2012-08-03,110,14,150,Izabella Sellers,2,452,BI - Infrastructure,300,BI - Configure Database
33942,2012-08-03,110,26,150,Nathalia Hayden,1,452,BI - Infrastructure,150,BI - Configure Database
33947,2012-08-03,110,37,150,Bianca Hardin,0.5,456,BI - Testing,75,BI - Acceptance Testing
33950,2012-08-03,110,16,450,Jair Donovan,1.5,457,BI - Integration,675,BI - SSIS Package Design
33951,2012-08-03,110,68,750,Walter Conner,0.5,457,BI - Integration,375,BI - SSIS Package Design
33957,2012-08-03,110,5,150,Amara Ruiz,3.5,458,BI - Quality,525,BI - Reporting Build Phase
33958,2012-08-03,110,7,150,Demarion Kramer,1,458,BI - Quality,150,BI - Reporting Build Phase
34009,2012-08-04,110,59,150,Luciano Griffith,1.5,215,CRM - Build Phase,225,CRM - Build Phase
34052,2012-08-04,110,10,300,Eve Lopez,3.5,458,BI - Quality,1050,Meeting with PM and PM to discuss design and create design document
34105,2012-08-05,110,59,150,Luciano Griffith,1,215,CRM - Build Phase,150,CRM - Build Phase
34106,2012-08-05,110,59,150,Luciano Griffith,1,215,CRM - Build Phase,150,CRM - Build Phase
34132,2012-08-05,110,58,300,Lorelai Davies,2,452,BI - Infrastructure,600,BI - Configure Database
34133,2012-08-05,110,68,750,Walter Conner,3,452,BI - Infrastructure,2250,BI - Configure Database
34135,2012-08-05,110,47,300,Joseph Garrison,1,453,BI - Build,300,BI - Budgeting Build Phase
34143,2012-08-05,110,37,150,Bianca Hardin,2,456,BI - Testing,300,BI - Acceptance Testing
34145,2012-08-05,110,47,300,Joseph Garrison,1,457,BI - Integration,300,Training at client site. Finalizing forecasting templates. Loaded budget for FY15ACT. Discussion on bringing the actuals and approved POs from AX.
34148,2012-08-05,110,7,150,Demarion Kramer,1,458,BI - Quality,150,Validate monthly and daily unbilled revenue jobs in production during close
34150,2012-08-05,110,10,300,Eve Lopez,1.5,458,BI - Quality,450,BI - Reporting Build Phase
34161,2012-08-05,110,46,150,Jaeden Cowan,2,490,Application Development Support,300,Application Development Support
34195,2012-08-06,110,59,150,Luciano Griffith,0.5,215,CRM - Build Phase,75,CRM - Build Phase
34223,2012-08-06,110,14,150,Izabella Sellers,1,452,BI - Infrastructure,150,BI - Configure Database
34227,2012-08-06,110,47,300,Joseph Garrison,3,453,BI - Build,900,BI - Budgeting Build Phase
34233,2012-08-06,110,37,150,Bianca Hardin,2,456,BI - Testing,300,Validate AR Aging data between NAV and cube
34239,2012-08-06,110,10,300,Eve Lopez,0.5,458,BI - Quality,150,"CAS-24655-P5V5: Investigate report issues, update ARAging.aspx and ARAging.aspx.cs, test"
34240,2012-08-06,110,21,150,Leanna Mayo,1.5,458,BI - Quality,225,BI - Reporting Build Phase
34317,2012-08-07,110,38,150,Brooke Holmes,1,452,BI - Infrastructure,150,BI - Configure Database
34333,2012-08-07,110,5,150,Amara Ruiz,2.5,458,BI - Quality,375,BI - Reporting Build Phase
34334,2012-08-07,110,10,300,Eve Lopez,2,458,BI - Quality,600,"Created status report for complete payroll project. Tasks that have been done, and budget left for the project."
34369,2012-08-08,110,18,300,Jazmin Marks,3,190,ERP - Production Support,900,ERP - Production Support
34371,2012-08-08,110,25,150,Nasir Gilmore,1,190,ERP - Production Support,150,ERP - Production Support
34415,2012-08-08,110,38,150,Brooke Holmes,1.5,452,BI - Infrastructure,225,BI - Configure Database
34416,2012-08-08,110,58,300,Lorelai Davies,2.5,452,BI - Infrastructure,750,BI - Configure Database
34417,2012-08-08,110,68,750,Walter Conner,3,452,BI - Infrastructure,2250,BI - Configure Database
34457,2012-08-09,110,18,300,Jazmin Marks,2.5,190,ERP - Production Support,750,Created test dashboard - Will be used for training PM.
34515,2012-08-09,110,37,150,Bianca Hardin,1,456,BI - Testing,150,Microsoft Project functionality and known issues investigation
34516,2012-08-09,110,16,450,Jair Donovan,1,457,BI - Integration,450,BI - SSIS Package Design
34522,2012-08-09,110,10,300,Eve Lopez,2,458,BI - Quality,600,Training. ChanGG Partners to the templates (passing through dimensions). ChanGG Partners to the payroll. Loaded HR data.
34523,2012-08-09,110,10,300,Eve Lopez,1.5,458,BI - Quality,450,Review PCI CSS for border
34524,2012-08-09,110,21,150,Leanna Mayo,0.5,458,BI - Quality,75,BI - Reporting Build Phase
34569,2012-08-10,110,17,150,Jayvion Parrish,1.5,190,ERP - Production Support,225,ERP - Production Support
34580,2012-08-10,110,59,150,Luciano Griffith,2,215,CRM - Build Phase,300,CRM - Build Phase
34591,2012-08-10,110,44,300,Gavyn Welch,2,405,AppDev - Business Requirements,600,Requirements Definition
34615,2012-08-10,110,16,450,Jair Donovan,1,457,BI - Integration,450,BI - SSIS Package Design
34618,2012-08-10,110,5,150,Amara Ruiz,2.5,458,BI - Quality,375,BI - Reporting Build Phase
34619,2012-08-10,110,10,300,Eve Lopez,3,458,BI - Quality,900,BI - Reporting Build Phase
34669,2012-08-11,110,59,150,Luciano Griffith,4,215,CRM - Build Phase,600,CRM - Build Phase
34702,2012-08-11,110,58,300,Lorelai Davies,1,452,BI - Infrastructure,300,BI - Configure Database
34703,2012-08-11,110,68,750,Walter Conner,2,452,BI - Infrastructure,1500,BI - Configure Database
34704,2012-08-11,110,47,300,Joseph Garrison,3,453,BI - Build,900,Dimensions mapping and definitions review
34711,2012-08-11,110,5,150,Amara Ruiz,3.5,458,BI - Quality,525,BI - Reporting Build Phase
34716,2012-08-11,110,69,300,Alejandra Pugh,1,458,BI - Quality,300,BI - Reporting Build Phase
34717,2012-08-11,110,69,300,Alejandra Pugh,4,458,BI - Quality,1200,BI - Reporting Build Phase
34751,2012-08-12,110,17,150,Jayvion Parrish,2,190,ERP - Production Support,300,Configure save to pdf capability
34756,2012-08-12,110,31,150,Allie Rocha,1.5,190,ERP - Production Support,225,ERP - Production Support
34757,2012-08-12,110,59,150,Luciano Griffith,2,215,CRM - Build Phase,300,CRM - Build Phase
34758,2012-08-12,110,59,150,Luciano Griffith,1.5,215,CRM - Build Phase,225,CRM - Build Phase
34766,2012-08-12,110,44,300,Gavyn Welch,4,405,AppDev - Business Requirements,1200,Requirements Definition
34770,2012-08-12,110,18,300,Jazmin Marks,1.5,415,AppDef - Application Model,450,Review CSS in SharePoint
34771,2012-08-12,110,18,300,Jazmin Marks,2.5,415,AppDef - Application Model,750,Data warehouse GL summary and detail design review
34793,2012-08-12,110,37,150,Bianca Hardin,1.5,456,BI - Testing,225,BI - Acceptance Testing
34794,2012-08-12,110,47,300,Joseph Garrison,3,457,BI - Integration,900,BI - SSIS Package Design
34801,2012-08-12,110,10,300,Eve Lopez,3,458,BI - Quality,900,BI - Reporting Build Phase
34802,2012-08-12,110,10,300,Eve Lopez,0.5,458,BI - Quality,150,BI - Reporting Build Phase
34803,2012-08-12,110,21,150,Leanna Mayo,1,458,BI - Quality,150,BI - Reporting Build Phase
34849,2012-08-13,110,31,150,Allie Rocha,1.5,190,ERP - Production Support,225,ERP - Production Support
34877,2012-08-13,110,26,150,Nathalia Hayden,1,452,BI - Infrastructure,150,Package development for  Customer Reporting Name for all companies; validate and push to UAT
34883,2012-08-13,110,38,150,Brooke Holmes,1,453,BI - Build,150,BI - Budgeting Build Phase
